Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Income_Group,Credit_Score_Band,Utilization_Level,Debt_Burden,Age_Group,Loan_to_Income_Ratio,Missed_Payment_Rate,Financial_Stress_Index,Risk_Score,Risk_Category
CUST0037,33,53756.0,521.0,0.228548953834643,0,0,36029.0,0.23070158026685,employed,14,Student,New York,Late,Missed,Missed,On-time,On-time,Missed,Middle,Poor,Low,Moderate,Adult,0.6702321601309621,0.0,0.2643580880708278,0.0,Low
CUST0038,32,181319.0,467.0,0.462183706167625,6,0,62010.0,0.380074802132329,EMP,17,Standard,Houston,Missed,On-time,On-time,On-time,Missed,On-time,High,Poor,Moderate,High,Adult,0.3419939443742796,1.0,0.6346555361658976,2.0,Medium
CUST0039,64,183152.0,823.0,0.471297531128917,6,0,87164.0,0.423823794064643,Employed,14,Student,Chicago,Late,On-time,Late,Missed,Missed,On-time,High,Excellent,Moderate,High,Senior,0.4759107189656678,1.0,0.4860530585711172,2.0,Medium
CUST0040,68,97750.0,352.0,0.394267599332567,6,0,91432.0,0.212300740548944,EMP,1,Gold,Phoenix,On-time,Late,Late,On-time,On-time,On-time,Middle,Poor,Moderate,Moderate,Senior,0.9353657289002556,1.0,0.6280057213340141,2.0,Medium
CUST0041,61,107658.0,372.0,0.109776305030228,4,0,44454.0,0.114767290098423,Self-employed,12,Student,Los Angeles,Late,Missed,Late,On-time,Late,Late,Upper Middle,Poor,Low,Low,Senior,0.4129186869531293,0.6666666666666666,0.4400752927215567,2.0,Medium
CUST0042,72,81617.0,359.0,0.374214221762261,5,0,11564.0,0.383543408821586,retired,3,Standard,Los Angeles,Late,On-time,Late,On-time,Missed,Missed,Middle,Poor,Moderate,High,Senior,0.1416861683227759,0.8333333333333334,0.6209545591611132,2.0,Medium
CUST0043,69,107658.0,792.0,0.335006324613502,0,1,11155.0,0.313540248248361,retired,9,Business,New York,On-time,Late,Late,Late,Missed,Missed,Upper Middle,Very Good,Moderate,Moderate,Senior,0.1036151516840364,0.0,0.1885002795791021,0.0,Low
CUST0044,74,66991.0,601.0,0.532287972657539,5,0,31198.0,0.133156124609737,EMP,12,Gold,Chicago,On-time,Late,On-time,Missed,Missed,Late,Middle,Fair,High,Low,Senior,0.4657043483453001,0.8333333333333334,0.4878761758319705,1.0,Low
CUST0045,20,106267.0,751.0,0.522098107739893,3,0,86447.0,0.552956450546282,Unemployed,9,Student,Houston,On-time,Missed,On-time,Late,On-time,Late,Upper Middle,Very Good,High,Severe,Young Adult,0.8134886653429569,0.5,0.4387636395715437,1.0,Low
CUST0046,54,59238.0,401.0,0.575592291987374,2,1,45776.0,0.362441941225655,Unemployed,8,Gold,Los Angeles,On-time,Late,Missed,Missed,Late,On-time,Middle,Poor,High,High,Middle Age,0.7727472230662751,0.3333333333333333,0.5219328007274997,1.0,Low
CUST0047,68,153311.0,326.0,0.36480274540512,2,0,5626.0,0.367010004012515,employed,7,Business,New York,Missed,Missed,On-time,Late,Missed,Late,High,Poor,Moderate,High,Senior,0.0366966492945711,0.3333333333333333,0.5044683388695602,1.0,Low
CUST0048,24,146800.0,637.0,0.604555590093178,5,0,2687.0,0.436581775256204,employed,2,Student,Chicago,On-time,Late,On-time,Missed,On-time,On-time,Upper Middle,Fair,High,High,Young Adult,0.0183038147138964,0.8333333333333334,0.5654358564888606,2.0,Medium
CUST0049,38,97750.0,691.0,0.188798653445263,1,0,63375.0,0.241917604715349,retired,15,Student,Chicago,Late,On-time,On-time,On-time,Missed,Late,Middle,Good,Low,Moderate,Adult,0.6483375959079284,0.1666666666666666,0.2216184584795469,0.0,Low
CUST0050,26,118033.0,469.0,0.135619053469529,4,0,92865.0,0.313045411208867,employed,13,Gold,New York,Late,Missed,Missed,Late,On-time,Missed,Upper Middle,Poor,Low,Moderate,Young Adult,0.7867714961070209,0.6666666666666666,0.4520146010180839,2.0,Medium
CUST0051,56,169865.0,336.0,0.05,6,0,92183.0,0.168067808622023,Employed,8,Gold,New York,Missed,Late,On-time,Late,Late,On-time,High,Poor,Low,Low,Middle Age,0.5426838960350867,1.0,0.5381533157918694,2.0,Medium
CUST0052,35,109074.0,383.0,0.4001405520856,4,0,45776.0,0.239205155271481,employed,10,Standard,Houston,Late,Missed,Late,Late,Missed,On-time,Upper Middle,Poor,Moderate,Moderate,Adult,0.4196783834827731,0.6666666666666666,0.5387758207786641,2.0,Medium
CUST0053,21,185806.0,823.0,0.349340355132288,4,0,45776.0,0.338566000046923,Employed,2,Business,New York,Missed,Missed,Late,On-time,On-time,Missed,High,Excellent,Moderate,Moderate,Young Adult,0.2463644876914631,0.6666666666666666,0.3509159827341967,1.0,Low
CUST0054,42,194819.0,339.0,0.65786312237092,3,0,29427.0,0.133471533286754,employed,4,Standard,Houston,Late,Missed,On-time,On-time,On-time,Missed,High,Poor,High,Low,Adult,0.1510478957391219,0.5,0.5551063911871458,1.0,Low
CUST0055,31,90353.0,711.0,0.370267482590226,4,0,69342.0,0.236371045432191,retired,9,Student,Houston,Late,On-time,On-time,On-time,Late,Late,Middle,Good,Moderate,Moderate,Adult,0.7674565316038205,0.6666666666666666,0.3815081168540891,1.0,Low
CUST0056,67,198401.0,715.0,0.554675269588853,2,0,17401.0,0.207206604006227,retired,12,Gold,Phoenix,On-time,Late,Late,On-time,Late,Late,High,Good,High,Moderate,Senior,0.0877062111582098,0.3333333333333333,0.3351674380957397,0.0,Low
CUST0057,26,76629.0,673.0,0.662659315316615,3,0,35372.0,0.314209224562034,Employed,3,Student,Chicago,On-time,Late,Late,Late,Missed,On-time,Middle,Good,High,Moderate,Young Adult,0.4616006994740894,0.5,0.4496716804242077,0.0,Low
CUST0058,43,107193.0,843.0,0.362736184870176,0,0,70793.0,0.357470126166534,EMP,12,Student,Chicago,Missed,Missed,Missed,Missed,Late,On-time,Upper Middle,Excellent,Moderate,High,Adult,0.6604255874917205,0.0,0.1832333959409957,0.0,Low
CUST0059,70,81040.0,401.0,0.559610442021435,4,0,63443.0,0.374215280437645,retired,11,Platinum,Chicago,Late,Missed,Missed,Missed,Late,Missed,Middle,Poor,High,High,Senior,0.782860315893386,0.6666666666666666,0.6042140063723458,2.0,Medium
CUST0060,19,107658.0,538.0,0.700385509791039,4,0,37445.0,0.399881664477815,EMP,4,Platinum,Phoenix,On-time,Late,Missed,Late,Missed,On-time,Upper Middle,Poor,High,High,Young Adult,0.3478143751509409,0.6666666666666666,0.583551642052062,1.0,Low
CUST0061,37,140899.0,826.0,0.252367445038886,0,1,64950.0,0.437211684657237,Unemployed,9,Student,Houston,On-time,Missed,Late,Missed,Missed,On-time,Upper Middle,Excellent,Low,High,Adult,0.460968495163202,0.0,0.1833038733331216,1.0,Low
CUST0062,45,184160.0,475.0,0.504970467648928,4,0,49893.0,0.36072454536834,Employed,8,Gold,Houston,Late,Missed,On-time,On-time,Missed,Missed,High,Poor,High,High,Adult,0.2709220243266724,0.6666666666666666,0.5535449653755291,2.0,Medium
CUST0063,64,155507.0,801.0,0.363593123360137,0,0,81202.0,0.488733589889441,retired,19,Student,New York,Missed,Late,Late,On-time,Late,On-time,High,Excellent,Moderate,High,Senior,0.5221758506047959,0.0,0.2353544055851217,1.0,Low
CUST0064,24,109074.0,739.0,0.265102023501372,3,0,54247.0,0.311950252126468,Self-employed,6,Platinum,Phoenix,Missed,Missed,Missed,Missed,On-time,Missed,Upper Middle,Good,Low,Moderate,Young Adult,0.4973412545611236,0.5,0.3197176143615055,0.0,Low
CUST0065,61,43251.0,773.0,0.192709651901954,2,0,86488.0,0.282667884574945,Unemployed,1,Gold,New York,On-time,Missed,Late,On-time,On-time,Late,Low,Very Good,Low,Moderate,Senior,1.9996763080622413,0.3333333333333333,0.237177717452558,0.0,Low
CUST0066,25,117634.0,815.0,0.261870285564259,0,0,95267.0,0.360730736336004,EMP,6,Student,Phoenix,Missed,On-time,Missed,Missed,Late,Missed,Upper Middle,Excellent,Low,High,Young Adult,0.8098593943927775,0.0,0.1715593463841566,0.0,Low
CUST0067,64,107658.0,612.0,0.512005801150402,1,0,99005.0,0.278358882500741,retired,7,Business,New York,On-time,Late,On-time,Missed,On-time,On-time,Upper Middle,Fair,High,Moderate,Senior,0.9196251091419124,0.1666666666666666,0.3474396557612705,0.0,Low
CUST0068,52,172164.0,600.0,0.17783110888765,0,0,7468.0,0.485256472877504,Employed,6,Business,Los Angeles,Missed,Missed,On-time,Late,Late,Missed,High,Fair,Low,High,Middle Age,0.0433772449524871,0.0,0.2794082590776521,1.0,Low
CUST0069,31,107658.0,796.0,0.389854595182272,4,0,85026.0,0.413098347313521,employed,13,Student,Chicago,Missed,Late,Missed,Late,Late,Missed,Upper Middle,Very Good,Moderate,High,Adult,0.7897787437998105,0.6666666666666666,0.3919503568360695,2.0,Medium
CUST0070,34,81617.0,822.0,0.662638881370579,6,0,24917.0,0.375027814419951,Self-employed,18,Gold,Chicago,Late,Missed,On-time,On-time,On-time,Missed,Middle,Excellent,High,High,Adult,0.3052917897006751,1.0,0.5221439466749052,1.0,Low
CUST0071,53,196415.0,797.0,0.589802192683787,6,1,77348.0,0.313141934404135,EMP,4,Student,Houston,On-time,On-time,Missed,Missed,On-time,Late,High,Very Good,High,Moderate,Middle Age,0.3937988442837868,1.0,0.4998269408628896,1.0,Low
CUST0072,67,159572.0,371.0,0.393898475412368,3,0,16310.0,0.259252282858513,Unemployed,17,Student,Los Angeles,Missed,On-time,On-time,Missed,On-time,On-time,High,Poor,Moderate,Moderate,Senior,0.1022109141954728,0.5,0.506014962294993,1.0,Low
CUST0073,57,136465.0,567.0,0.837938082671744,5,0,95303.0,0.370132500456776,Employed,19,Platinum,Chicago,Late,Late,Missed,On-time,On-time,Missed,Upper Middle,Poor,Critical,High,Middle Age,0.6983695453046569,0.8333333333333334,0.638987342751827,2.0,Medium
CUST0074,21,36447.0,448.0,0.878607282782332,3,0,13355.0,0.187290254815304,Self-employed,11,Business,Houston,On-time,On-time,Missed,Late,On-time,Missed,Low,Poor,Critical,Low,Young Adult,0.3664224764726864,0.5,0.5742016571266817,2.0,Medium
CUST0075,19,159188.0,835.0,0.505224486307945,5,0,96507.0,0.453436353344102,Employed,16,Platinum,Los Angeles,On-time,On-time,On-time,Missed,On-time,On-time,High,Excellent,High,High,Young Adult,0.6062454456366058,0.8333333333333334,0.4548167250645269,2.0,Medium
CUST0076,23,181267.0,542.0,0.05,6,0,24851.0,0.282236329461462,retired,12,Platinum,Chicago,Missed,Missed,Late,Missed,Late,On-time,High,Poor,Low,Moderate,Young Adult,0.1370961068479094,1.0,0.4730590823653655,1.0,Low
CUST0077,71,107658.0,611.0,0.677289639403251,6,0,23908.0,0.330510673324072,employed,1,Student,New York,Late,Missed,Late,On-time,Missed,Missed,Upper Middle,Fair,High,Moderate,Senior,0.2220736034479555,1.0,0.6105864418181944,1.0,Low
CUST0078,59,59425.0,577.0,0.05,0,0,65548.0,0.209039892380671,Unemployed,12,Platinum,Phoenix,Missed,On-time,On-time,On-time,On-time,On-time,Middle,Poor,Low,Moderate,Middle Age,1.1030374421539757,0.0,0.1888508821860768,0.0,Low
CUST0079,21,97844.0,728.0,0.795229222144013,2,0,82909.0,0.372298626311922,Employed,6,Business,Los Angeles,On-time,Missed,On-time,Late,On-time,Late,Middle,Good,Critical,High,Young Adult,0.847359061362986,0.3333333333333333,0.4306698409018625,0.0,Low
CUST0080,71,115235.0,427.0,0.716716980148459,1,0,31454.0,0.254625838716167,EMP,9,Platinum,Houston,Missed,On-time,Late,On-time,On-time,Late,Upper Middle,Poor,High,Moderate,Senior,0.2729552653273745,0.1666666666666666,0.4767750986555504,1.0,Low
CUST0081,46,189358.0,824.0,0.854842500827604,3,0,4617.0,0.364922879030509,retired,5,Business,Los Angeles,Missed,Late,Late,On-time,Late,On-time,High,Excellent,Critical,High,Middle Age,0.0243823868017194,0.5,0.4417595267827101,1.0,Low
CUST0082,35,88847.0,686.0,0.552053111673545,4,0,92329.0,0.375739346897738,retired,2,Platinum,Houston,Late,Late,Missed,On-time,Late,Late,Middle,Good,High,High,Adult,1.0391909687440206,0.6666666666666666,0.4731602358549419,1.0,Low
CUST0083,43,172504.0,835.0,0.427722846563632,5,0,28298.0,0.235236788641145,Unemployed,2,Business,Los Angeles,On-time,Missed,Late,Late,Missed,Missed,High,Excellent,Moderate,Moderate,Adult,0.1640425729258452,0.8333333333333334,0.3808914239527095,1.0,Low
CUST0084,61,115235.0,820.0,0.409979773261955,4,0,10942.0,0.1876470879086,retired,17,Platinum,Houston,Late,Late,Missed,Late,Late,Late,Upper Middle,Excellent,Moderate,Low,Senior,0.0949537900811385,0.6666666666666666,0.329709745595669,1.0,Low
CUST0085,51,186230.0,336.0,0.39074796579382,2,0,51440.0,0.453189991654454,EMP,10,Platinum,Chicago,On-time,Missed,Late,On-time,Late,On-time,High,Poor,Moderate,High,Middle Age,0.2762175804113193,0.3333333333333333,0.5279541863317654,2.0,Medium
CUST0086,27,80215.0,572.0,0.69621373073494,5,0,12707.0,0.280770096597091,Employed,19,Gold,New York,Missed,Missed,On-time,Late,Missed,On-time,Middle,Poor,High,Moderate,Young Adult,0.1584117683724989,0.8333333333333334,0.5789429265299775,1.0,Low
CUST0087,53,141131.0,601.0,0.642454297901175,3,1,92865.0,0.322484881604563,Unemployed,4,Business,Chicago,On-time,Missed,On-time,Late,On-time,Missed,Upper Middle,Fair,High,Moderate,Middle Age,0.6580056826636246,0.5,0.4794166130582526,0.0,Low
CUST0088,31,188416.0,680.0,0.524045126686842,0,0,35598.0,0.348546452464674,retired,18,Business,New York,On-time,Late,On-time,Late,Missed,On-time,High,Good,High,Moderate,Adult,0.1889329993206521,0.0,0.2954206220606062,0.0,Low
CUST0089,48,129585.0,458.0,0.355563738414605,4,0,51431.0,0.174629987010177,retired,18,Business,Chicago,On-time,Late,Missed,Late,Missed,On-time,Upper Middle,Poor,Moderate,Low,Middle Age,0.3968900721534128,0.6666666666666666,0.4773969162046803,2.0,Medium
CUST0090,65,127856.0,361.0,1.02584252626005,2,0,2200.0,0.346266613681988,EMP,14,Standard,Chicago,On-time,Late,On-time,Missed,Missed,On-time,Upper Middle,Poor,Critical,Moderate,Senior,0.0172068577149292,0.3333333333333333,0.64863334559157,2.0,Medium
CUST0091,32,90353.0,664.0,0.682474922792573,3,0,20525.0,0.309912653615463,employed,15,Platinum,Los Angeles,On-time,Late,Late,On-time,On-time,Late,Middle,Fair,High,Moderate,Adult,0.2271645656480692,0.5,0.4576423486474635,0.0,Low
CUST0092,25,18709.0,444.0,0.180457616045318,6,0,44437.0,0.23564693022956,employed,8,Business,Phoenix,Missed,Late,Late,On-time,On-time,Late,Low,Poor,Low,Moderate,Young Adult,2.375167031909776,1.0,0.5385715911141741,2.0,Medium
CUST0093,31,90353.0,372.0,0.396748796812574,6,0,59192.0,0.184346401516227,retired,3,Standard,Houston,Late,Late,Missed,On-time,Missed,On-time,Middle,Poor,Moderate,Low,Adult,0.6551193651566634,1.0,0.6125465268549275,2.0,Medium
CUST0094,40,107658.0,439.0,0.686355219481741,3,0,17401.0,0.360588554795727,Employed,14,Gold,Houston,On-time,Late,Missed,On-time,On-time,Late,Upper Middle,Poor,High,High,Adult,0.1616322056883835,0.5,0.5735541253875489,1.0,Low
CUST0095,74,35056.0,648.0,0.340092215753463,3,0,67236.0,0.412771200819487,Unemployed,11,Business,Houston,Missed,Late,Missed,Missed,Missed,On-time,Low,Fair,Moderate,High,Senior,1.917959835691465,0.5,0.4050340359614193,1.0,Low
CUST0096,57,90353.0,306.0,0.570309591765177,3,0,11251.0,0.31785905173928,retired,2,Business,New York,On-time,Late,Missed,Late,Missed,Missed,Middle,Poor,High,Moderate,Middle Age,0.1245227053888636,0.5,0.5943148881488416,1.0,Low
CUST0097,38,121357.0,742.0,0.690159260067229,5,0,8110.0,0.156553465815031,Self-employed,13,Standard,Houston,On-time,On-time,Missed,Missed,On-time,On-time,Upper Middle,Very Good,High,Low,Adult,0.0668276242820768,0.8333333333333334,0.4691024238948074,1.0,Low
CUST0098,33,152326.0,383.0,0.05,3,0,10778.0,0.194266718282526,Unemployed,16,Platinum,Houston,Missed,Late,On-time,On-time,Missed,On-time,High,Poor,Low,Low,Adult,0.0707561414335044,0.5,0.3983394068433588,1.0,Low
CUST0099,62,189197.0,639.0,0.478392460042149,4,1,50183.0,0.256787629067594,employed,18,Gold,Los Angeles,Missed,Late,On-time,Missed,On-time,Late,High,Fair,Moderate,Moderate,Senior,0.2652420492925363,0.6666666666666666,0.4463707798531934,1.0,Low
CUST0100,35,54298.0,495.0,0.486241830713024,2,0,13355.0,0.456461974116075,retired,5,Business,Chicago,Late,Missed,Missed,Late,Late,Late,Middle,Poor,Moderate,High,Adult,0.2459574938303436,0.3333333333333333,0.4803729209042444,2.0,Medium
CUST0101,64,106007.0,820.0,0.417585508863242,5,0,11061.0,0.275324933790112,EMP,3,Platinum,Houston,On-time,Late,Missed,Late,Late,Missed,Upper Middle,Excellent,Moderate,Moderate,Senior,0.1043421660833718,0.8333333333333334,0.3951973076330355,1.0,Low
CUST0102,70,155734.0,563.0,0.560339026989208,3,0,79354.0,0.25314310772018,Self-employed,6,Gold,Phoenix,Late,Missed,Missed,Missed,Missed,On-time,High,Poor,High,Moderate,Senior,0.5095483324129606,0.5,0.4588250791318924,0.0,Low
CUST0103,41,163216.0,429.0,0.631503921499174,1,1,45776.0,0.132651520032388,retired,18,Student,Houston,Late,Missed,Late,Late,Missed,On-time,High,Poor,High,Low,Adult,0.28046269973532,0.1666666666666666,0.4240691634131935,1.0,Low
CUST0104,43,107658.0,679.0,0.528410188864921,1,0,60628.0,0.234331520988988,Employed,16,Student,New York,Late,On-time,Late,Late,Missed,Missed,Upper Middle,Good,High,Moderate,Adult,0.5631536903899385,0.1666666666666666,0.3100793668574166,0.0,Low
